episode,timestep,reward,loss,policy_loss,value_loss,dist_entropy
12,2000,-90.0928,0.06514648348093033,-0.13633501529693604,0.5482610464096069,-7.264903545379639
24,4000,-45.657,0.1973000168800354,0.08248607069253922,0.3748992681503296,-7.2635698318481445
36,6000,-116.0554,0.29608219861984253,-0.009158007800579071,0.755698561668396,-7.260902404785156
43,8000,-125.7504,0.16730456054210663,-0.06249234080314636,0.6047585010528564,-7.258233547210693
55,10000,-62.3454,0.37140512466430664,0.02851659059524536,0.8309150338172913,-7.256898880004883
65,12000,-106.3785,0.42124176025390625,0.14376017451286316,0.7000477910041809,-7.254229545593262
78,14000,-65.2069,-0.09431174397468567,-0.31217190623283386,0.5807782411575317,-7.252894878387451
82,16000,-241.1669,0.09853749722242355,-0.3104797601699829,0.9630122184753418,-7.2488861083984375
91,18000,-88.2418,0.10911513864994049,-0.242225781083107,0.8476327657699585,-7.247550964355469
100,20000,-148.4496,0.11843488365411758,-0.051090437918901443,0.4839749038219452,-7.246214389801025
106,22000,-95.2755,0.2326006442308426,0.04905194044113159,0.511968195438385,-7.243541240692139
111,24000,-204.7828,0.27003538608551025,-0.09972181171178818,0.8843584656715393,-7.242204189300537
122,26000,-92.1686,0.22619733214378357,-0.12629780173301697,0.8497540950775146,-7.238191604614258
136,28000,-65.6054,0.14809007942676544,-0.20487409830093384,0.8506653904914856,-7.23685359954834
138,30000,-476.8347,0.38128310441970825,0.003992266952991486,0.8992919921875,-7.235515594482422
144,32000,-114.0529,0.24432353675365448,0.01743348315358162,0.5984368324279785,-7.2328386306762695
152,34000,-116.7699,0.09442859888076782,-0.12734243273735046,0.5881720781326294,-7.231499671936035
165,36000,-88.4364,0.07928311824798584,-0.08062003552913666,0.4643559455871582,-7.227481842041016
173,38000,-97.7944,0.10717640817165375,-0.08307844400405884,0.5250325202941895,-7.226141929626465
189,40000,-89.7567,0.5006582736968994,-0.02513379603624344,1.196080207824707,-7.224803924560547
195,42000,-126.5324,0.06557412445545197,-0.13726592063903809,0.5501226186752319,-7.222122669219971
203,44000,-157.9321,0.17063133418560028,-0.06240256130695343,0.6104834675788879,-7.220781326293945
210,46000,-86.6205,0.2814922034740448,-0.0026686489582061768,0.7126837372779846,-7.218100547790527
214,48000,-186.3953,0.07672293484210968,-0.1833670437335968,0.6644882559776306,-7.215416431427002
231,50000,-65.2989,0.3228481113910675,0.030587367713451385,0.7288029193878174,-7.214075088500977
239,52000,-133.8301,0.21756157279014587,0.03559884428977966,0.5081532001495361,-7.211390495300293
242,54000,-359.5129,-0.029513083398342133,-0.26663219928741455,0.618439257144928,-7.210049629211426
256,56000,-81.9437,0.19461455941200256,-0.0182686448097229,0.5699136257171631,-7.207363128662109
267,58000,-76.1292,0.1845027655363083,-0.23620174825191498,0.9855025410652161,-7.204676628112793
275,60000,-109.7,0.34944236278533936,0.12118808925151825,0.6005752086639404,-7.203333854675293
280,62000,-234.7888,0.25260037183761597,0.08401881158351898,0.4811760187149048,-7.200645923614502
292,64000,-81.3766,0.2542596459388733,-0.11861257255077362,0.8897035121917725,-7.197956562042236
307,66000,-79.5661,0.22542789578437805,-0.04326353222131729,0.6813151240348816,-7.1966118812561035
319,68000,-68.9119,0.35948795080184937,0.0019506067037582397,0.8589531779289246,-7.193922996520996
328,70000,-101.9757,-0.06896805763244629,-0.2072230577468872,0.4203615188598633,-7.1925764083862305
336,72000,-80.0106,0.04122909903526306,-0.11351653933525085,0.4532889723777771,-7.18988561630249
344,74000,-157.4313,0.22633974254131317,0.011490773409605026,0.573441743850708,-7.187192916870117
353,76000,-65.942,0.10373985767364502,-0.13080182671546936,0.6128003001213074,-7.185847282409668
369,78000,-79.5431,0.05172034353017807,-0.05723994970321655,0.3615836501121521,-7.18315315246582
385,80000,-50.6607,0.25184881687164307,0.1614791750907898,0.3243754506111145,-7.181805610656738
393,82000,-88.0098,0.37166067957878113,-0.10446412116289139,1.0958588123321533,-7.180459976196289
401,84000,-129.1095,0.28726473450660706,0.08114513754844666,0.5557675361633301,-7.17641544342041
409,86000,-85.6281,0.3153298795223236,0.07383719086647034,0.6264866590499878,-7.175066947937012
416,88000,-149.9505,0.048847995698451996,-0.2635873556137085,0.7683181166648865,-7.172369480133057
420,90000,-227.7861,0.8112103343009949,0.5533783435821533,0.6590844392776489,-7.171020984649658
426,92000,-125.3441,-0.16969195008277893,-0.37443479895591736,0.5528790950775146,-7.16967248916626
437,94000,-60.1117,0.38430023193359375,-0.08090315014123917,1.0737192630767822,-7.165622711181641
451,96000,-74.5102,0.22315168380737305,-0.015812650322914124,0.6212140917778015,-7.164273262023926
454,98000,-318.2578,0.007820814847946167,-0.12621773779392242,0.41130852699279785,-7.161571979522705
466,100000,-96.8883,0.14757956564426422,-0.11819306015968323,0.6747497320175171,-7.160221099853516
469,102000,-199.9909,-0.02238410711288452,-0.17932003736495972,0.45704928040504456,-7.158869743347168
476,104000,-138.7784,-0.03351949527859688,-0.17239144444465637,0.42084020376205444,-7.154816150665283
482,106000,-154.5849,0.1660538613796234,-0.010578453540802002,0.49633389711380005,-7.153464317321777
507,108000,-45.0363,0.3044920265674591,0.019352853298187256,0.7132934927940369,-7.150759696960449
516,110000,-57.1202,0.07907962799072266,-0.098342165350914,0.4978317320346832,-7.149407386779785
531,112000,-66.524,0.3675897717475891,0.13210073113441467,0.6139121651649475,-7.146700859069824
533,114000,-477.9483,0.22859109938144684,0.03868572413921356,0.5226906538009644,-7.143994331359863
544,116000,-110.4707,0.41732943058013916,0.2467479407787323,0.4840158224105835,-7.142640113830566
553,118000,-86.2157,0.15238963067531586,0.026666466146707535,0.3942720293998718,-7.1412858963012695
567,120000,-77.5515,0.033060237765312195,-0.1400030553340912,0.4888980984687805,-7.138576984405518
586,122000,-43.7585,0.4287623167037964,0.14594681560993195,0.7083483934402466,-7.135868549346924
600,124000,-36.2244,0.35780152678489685,-0.03486642241477966,0.9279990196228027,-7.133156776428223
