episode,timestep,reward,loss,policy_loss,value_loss,dist_entropy
68,2000,101.1018,-0.08102116733789444,-0.13156384229660034,0.4098438024520874,-15.437921524047852
143,4000,94.6844,0.38685888051986694,0.12754669785499573,0.8273261189460754,-15.435087203979492
221,6000,93.0281,0.029013030230998993,-0.050431717187166214,0.46753454208374023,-15.432251930236816
308,8000,82.4195,-0.07682747393846512,-0.16321545839309692,0.481364369392395,-15.429418563842773
404,10000,75.6925,0.732663094997406,0.1069469228386879,1.5599639415740967,-15.426583290100098
501,12000,74.9268,-0.18607217073440552,-0.22850674390792847,0.39334410429000854,-15.423748016357422
601,14000,74.4132,1.779239535331726,0.1706409454345703,3.5256152153015137,-15.42091178894043
703,16000,73.5731,0.00023809820413589478,-0.020122652873396873,0.3490830361843109,-15.418075561523438
807,18000,70.5888,-0.10743039101362228,-0.06144438683986664,0.21633277833461761,-15.415239334106445
913,20000,70.3084,2.213869094848633,0.25759652256965637,4.220792770385742,-15.412403106689453
1019,22000,70.3474,0.274616003036499,0.013272352516651154,0.8308786749839783,-15.409564971923828
1124,24000,71.5366,0.7849071025848389,0.12264108657836914,1.6326664686203003,-15.406723022460938
1229,26000,71.6584,1.0071920156478882,0.2752191424369812,1.7720234394073486,-15.403883934020996
1330,28000,74.5534,-0.0906573012471199,-0.03872480243444443,0.20415592193603516,-15.401046752929688
1430,30000,75.6242,0.2423763871192932,0.02396320551633835,0.7447904944419861,-15.39820671081543
1532,32000,74.2572,-0.1221238374710083,-0.11292272061109543,0.2895050644874573,-15.395364761352539
1638,34000,71.7496,-0.3312760293483734,-0.23269836604595184,0.11069527268409729,-15.392526626586914
1743,36000,71.7291,0.1298811435699463,-0.06254610419273376,0.69264817237854,-15.389684677124023
1855,38000,67.9195,-0.03071337193250656,-0.08031411468982697,0.4069383144378662,-15.386842727661133
1963,40000,70.7805,-0.07123872637748718,-0.06706544011831284,0.29933345317840576,-15.384001731872559
2076,42000,67.5568,-0.296957790851593,-0.21821723878383636,0.15014202892780304,-15.381158828735352
2184,44000,70.7019,0.5950415134429932,0.11292491853237152,1.2717995643615723,-15.378314971923828
2293,46000,70.4592,-0.14668706059455872,-0.07583269476890564,0.16580069065093994,-15.375471115112305
2401,48000,70.273,-0.010405894368886948,-0.06393378227949142,0.4145083427429199,-15.372628211975098
2514,50000,68.1809,-0.26684004068374634,-0.2013571560382843,0.17642992734909058,-15.369783401489258
2623,52000,69.7402,0.6052401065826416,0.13716767728328705,1.243483543395996,-15.366937637329102
2731,54000,70.8913,-0.10020306706428528,-0.11665906012058258,0.34019383788108826,-15.364093780517578
2841,56000,69.2358,-0.18460175395011902,-0.1204533576965332,0.17892815172672272,-15.361247062683105
