episode,timestep,reward,loss,policy_loss,value_loss,dist_entropy
1,2000,-330.3515,0.49817711114883423,0.18302693963050842,0.7392739057540894,-5.4486775398254395
3,4000,-324.7597,0.07832066714763641,-0.13984492421150208,0.5452847480773926,-5.447677135467529
5,6000,-260.1261,0.3638108968734741,-0.18337014317512512,1.203275442123413,-5.445676803588867
7,8000,-352.9537,0.10381973534822464,-0.12266159057617188,0.5618361234664917,-5.4436750411987305
9,10000,-297.5964,0.48709580302238464,0.15770572423934937,0.7676336765289307,-5.442673683166504
11,12000,-195.41,0.3929036259651184,0.015343926846981049,0.8639329075813293,-5.440671920776367
13,14000,-224.4227,0.2132517695426941,-0.04435364156961441,0.6240042448043823,-5.439671039581299
15,16000,-268.1901,0.6384055614471436,0.15956372022628784,1.06641685962677,-5.436664581298828
17,18000,-198.2557,-0.17836898565292358,-0.42944157123565674,0.6108583211898804,-5.435663223266602
19,20000,-110.8572,0.1978088617324829,-0.21042093634605408,0.9251528382301331,-5.4346604347229
21,22000,-219.1579,0.3019294738769531,0.053764376789331436,0.6049833297729492,-5.4326558113098145
23,24000,-171.1992,0.31782662868499756,-0.007065311074256897,0.7584169507026672,-5.431653022766113
25,26000,-221.2875,0.5258400440216064,0.1777133047580719,0.8048263788223267,-5.428643226623535
27,28000,-185.7216,-0.19835691154003143,-0.4118485450744629,0.5355360507965088,-5.427639961242676
29,30000,-239.652,0.4486730992794037,-0.01492694765329361,1.0357328653335571,-5.426636695861816
31,32000,-275.9411,0.1276986002922058,-0.13463136553764343,0.6331526041030884,-5.424628734588623
33,34000,-294.5561,-0.0011317022144794464,-0.17187130451202393,0.449951708316803,-5.423624515533447
35,36000,-150.0789,0.45146888494491577,0.17373210191726685,0.663885772228241,-5.420611381530762
37,38000,-232.4815,0.4595808982849121,0.13419722020626068,0.759159505367279,-5.4196062088012695
39,40000,-214.1848,0.597909152507782,0.20976416766643524,0.8846620321273804,-5.41860294342041
41,42000,-260.8958,0.3916807174682617,0.07676312327384949,0.7381670475006104,-5.416591644287109
43,44000,-222.7486,0.2241417020559311,-0.20665453374385834,0.9699041843414307,-5.415585517883301
45,46000,-284.1199,-0.048722658306360245,-0.2222898006439209,0.4554058015346527,-5.413575172424316
47,48000,-175.7638,0.08596006035804749,-0.14284434914588928,0.5658401250839233,-5.411561965942383
